                  Time      g_error x      g_error y      g_error z      d_error x      d_error y      d_error z
252809000.000000000000000      -1006.250       1532.856     -14525.624          0.021         -0.013         -0.010
252809010.000000000000000      -1207.090       1952.647     -19162.397          0.019         -0.009          0.006
252809020.000000000000000      -1389.760       2336.974     -23424.971          0.016         -0.014         -0.003
252809030.000000000000000      -1551.301       2680.833     -27266.427          0.016         -0.015         -0.006
252809050.000000000000000          2.877         -2.930         -7.130          0.020         -0.010          0.021
252809060.000000000000000          2.172         -0.046        -50.283          0.023         -0.011          0.015
252809070.000000000000000          1.453          3.030        -96.751          0.020         -0.010          0.011
252809080.000000000000000          0.750          6.201       -145.031          0.020         -0.008          0.000
252809090.000000000000000          0.077          9.358       -193.525          0.018         -0.010         -0.008
252809110.000000000000000         82.360       -177.628       2101.827          0.019         -0.009         -0.003
