                  Time        error x        error y        error z       error 3d
 54467.241782407407300         -0.008          0.138          0.213          0.254
 54467.241898148145992         -0.014          0.122          0.153          0.196
 54467.242013888891961         -0.004          0.125          0.178          0.217
 54467.242129629630654          0.000          0.106          0.144          0.179
 54467.242245370369346          0.000          0.096          0.125          0.158
 54467.242361111108039          0.002          0.096          0.115          0.149
 54467.242476851854008          0.001          0.080          0.107          0.134
 54467.242592592592700          0.001          0.066          0.090          0.112
 54467.242708333331393          0.005          0.052          0.058          0.078
 54467.242824074077362          0.004          0.031          0.026          0.040
 54467.242939814816054         -0.001          0.009         -0.003          0.010
 54467.243055555554747          0.000          0.000          0.000          0.000
 54467.243171296293440         -0.020         -0.036          0.025          0.048
 54467.243287037039408         -0.043         -0.068          0.038          0.089
 54467.243402777778101         -0.063         -0.101          0.038          0.125
 54467.243518518516794         -0.081         -0.132          0.045          0.161
 54467.243634259255487         -0.096         -0.162          0.057          0.197
 54467.243750000001455         -0.119         -0.190          0.085          0.240
 54467.243865740740148         -0.130         -0.214          0.068          0.259
 54467.243981481478841         -0.146         -0.239          0.114          0.302
 54467.244097222224809         -0.165         -0.258          0.134          0.334
 54467.244212962963502         -0.171         -0.278          0.125          0.349
 54467.244328703702195         -0.187         -0.292          0.144          0.376
 54467.244444444440887         -0.194         -0.297          0.175          0.396
 54467.244560185186856         -0.203         -0.310          0.194          0.418
 54467.244675925925549         -0.212         -0.314          0.203          0.430
 54467.244791666664241         -0.197         -0.306          0.199          0.415
 54467.244907407410210         -0.198         -0.311          0.197          0.418
 54467.245023148148903         -0.200         -0.309          0.206          0.422
 54467.245138888887595         -0.192         -0.292          0.212          0.409
 54467.245254629626288         -0.185         -0.273          0.213          0.393
 54467.245370370372257         -0.175         -0.243          0.216          0.369
 54467.245486111110949         -0.163         -0.245          0.200          0.356
 54467.245601851849642         -0.141         -0.237          0.159          0.318
 54467.245717592595611         -0.151         -0.223          0.179          0.324
